"Sample_Id","Classification","ARO_term","Counts","ARG_length","Percentage_Identity","Drug_Class","Resistance_Mechanism","AMR_Gene_Family","Percentage_Coverage","Normalized_counts","Family","Group"
"7600-SR-015","Pseudomonas aeruginosa","MexR",149,444,97.92,"macrolide antibiotic","antibiotic target alteration","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,2143.49,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MexS",118,1020,100,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,738.92,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MexT",96,915,99.63,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",87.61,670.14,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MexV",119,1131,99.2,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,672.05,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MexW",523,3057,99.8,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1092.76,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MexZ",56,633,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,565.07,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MuxA",598,1281,99.53,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,2981.74,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MuxB",1907,3132,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,3889.08,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","MuxC",2043,3111,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,4194.56,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","OXA-488",92,789,100,"carbapenem","antibiotic inactivation","OXA beta-lactamase",100,744.78,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","OpmB",139,1497,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,593.08,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","OpmD",378,1464,99.38,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1649.18,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","OpmH",369,1449,100,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1626.58,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","OprJ",192,1440,99.16,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,851.64,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","OprM",487,1458,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,2133.48,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","OprN",146,1419,99.79,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,657.19,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","PDC-35",143,1194,100,"monobactam","antibiotic inactivation","PDC beta-lactamase",100,764.98,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","ParR",105,708,99.15,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,947.27,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","ParS",341,1287,99.77,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1692.36,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","PmpM",130,1434,99.58,"fluoroquinolone antibiotic","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",100,579.04,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","Pseudomonas aeruginosa CpxR",124,678,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1168.18,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","Pseudomonas aeruginosa catB7",68,639,98.58,"phenicol antibiotic","antibiotic inactivation","chloramphenicol acetyltransferase (CAT)",100,679.71,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","Pseudomonas aeruginosa emrE",47,333,100,"aminoglycoside antibiotic","antibiotic efflux","small multidrug resistance (SMR) antibiotic efflux pump",100,901.51,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","Pseudomonas aeruginosa soxR",58,471,100,"fluoroquinolone antibiotic","antibiotic target alteration","ATP-binding cassette (ABC) antibiotic efflux pump",100,786.55,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","TriA",183,1104,98.37,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",95.82,1058.77,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","TriB",266,1071,100,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1586.39,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","TriC",734,3048,99.9,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1538.15,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","Type B NfxB",54,564,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,611.55,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","YajC",183,339,100,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,3448.02,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","arnA",201,1989,99.55,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,645.47,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","basR",131,666,99.55,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,1256.36,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","basS",534,1434,99.16,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,2378.54,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","bcr-1",131,1209,99.75,"bicyclomycin-like antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,692.09,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","cprR",57,672,100,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,541.78,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","cprS",371,1296,99.54,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,1828.47,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","mexM",141,1158,98.96,"phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,777.73,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","mexN",353,3111,99.61,"phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,724.76,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","mexP",110,1158,99.48,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,606.74,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","mexQ",3059,3162,99.53,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,6179.25,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","mexY",821,3138,93.69,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.9,1671.12,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","nalC",65,642,98.59,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,646.69,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","nalD",76,639,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,759.68,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","opmE",139,1476,99.39,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,601.51,"Pseudomonadaceae","antibiotic"
"7600-SR-015","Pseudomonas aeruginosa","rsmA",187,186,100,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,6421.65,"Pseudomonadaceae","antibiotic"
"7600-SR-015","unclassified","AAC(6')-Ie-APH(2'')-Ia bifunctional protein",126,1440,100,"aminoglycoside antibiotic","antibiotic inactivation","APH(2'')",100,558.89,"unclassified","antibiotic"
"7600-SR-015","unclassified","APH(3')-IIIa",88,786,100,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",98.86,715.12,"unclassified","antibiotic"
"7600-SR-015","unclassified","ErmB",155,738,98.78,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",98.79,1341.51,"unclassified","antibiotic"
"7600-SR-015","unclassified","ErmC",62,735,99.59,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",100,538.79,"unclassified","antibiotic"
"7600-SR-015","unclassified","SAT-4",61,543,99.44,"nucleoside antibiotic","antibiotic inactivation","streptothricin acetyltransferase (SAT)",100,717.54,"unclassified","antibiotic"
"7600-SR-015","unclassified","rsmA",3,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,103.02,"unclassified","antibiotic"
"7600-SR-072","Enterococcus faecalis","dfrE",4356,495,98.78,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",100,189131.11,"Enterococcaceae","antibiotic"
"7600-SR-072","Enterococcus faecalis","efrA",15941,1719,99.3,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",99.48,199305.83,"Enterococcaceae","antibiotic"
"7600-SR-072","Enterococcus faecalis","emeA",8719,1155,97.71,"disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",97.71,162242.64,"Enterococcaceae","antibiotic"
"7600-SR-072","Enterococcus faecalis","lsaA",12357,1497,99.4,"lincosamide antibiotic","antibiotic target protection","lsa-type ABC-F protein",100,177407.33,"Enterococcaceae","antibiotic"
"7600-SR-072","Pantoea septica","CRP",341,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,11577.93,"Enterobacteriaceae","antibiotic"
"7600-SR-072","Pantoea septica","Klebsiella pneumoniae KpnH",914,1536,87.58,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",99.8,12788.96,"Enterobacteriaceae","antibiotic"
"7600-SR-072","Pantoea septica","msbA",1105,1695,88.45,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",96.91,14011.12,"Enterobacteriaceae","antibiotic"
"7600-SR-072","Pantoea septica","rsmA",61,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,7048.51,"Enterobacteriaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","APH(3')-IIb",47,807,98.88,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",100,1251.71,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","FosA",35,408,99.26,"phosphonic acid antibiotic","antibiotic inactivation","fosfomycin thiol transferase",100,1843.69,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","MexA",50,1152,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,932.82,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","MexI",285,3090,99.81,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1982.29,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","MexK",283,3024,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",98.34,2011.34,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","MexR",7,444,99.32,"macrolide antibiotic","antibiotic target alteration","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,338.84,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","MexZ",22,633,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,746.96,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","MuxA",90,1281,99.53,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1509.99,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","OXA-488",38,789,100,"carbapenem","antibiotic inactivation","OXA beta-lactamase",100,1035.11,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","OpmH",68,1449,100,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1008.6,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","OprM",75,1437,99.57,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",98.56,1121.72,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","OprN",74,1419,99.79,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1120.8,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","Pseudomonas aeruginosa emrE",28,333,100,"aminoglycoside antibiotic","antibiotic efflux","small multidrug resistance (SMR) antibiotic efflux pump",100,1807.15,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","TriB",48,966,100,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",90.17,1067.93,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","TriC",217,3048,99.41,"disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1530.12,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","Type B NfxB",32,564,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1219.41,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","basR",61,666,99.55,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,1968.5,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","mexM",104,1158,98.96,"phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1930.21,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","mexN",247,2901,99.38,"phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",93.24,1829.91,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","mexP",48,1158,99.48,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,890.87,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","nalC",36,642,98.59,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1205.17,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Pseudomonas aeruginosa","opmE",62,1476,99.39,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,902.79,"Pseudomonadaceae","antibiotic"
"7600-SR-072","Staphylococcus epidermidis","PC1 beta-lactamase (blaZ)",357,846,94.66,"penam","antibiotic inactivation","BlaZ beta-lactamase",100,9069.39,"Staphylococcaceae","antibiotic"
"7600-SR-072","Staphylococcus epidermidis","dfrC",94,486,100,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",100,4156.92,"Staphylococcaceae","antibiotic"
"7600-SR-072","Staphylococcus epidermidis","mecA",1027,2007,99.7,"penam","antibiotic target replacement","methicillin resistant PBP2",100,10997.74,"Staphylococcaceae","antibiotic"
"7600-SR-072","Staphylococcus epidermidis","mecI",313,372,100,"penam","antibiotic target replacement","methicillin resistant PBP2",100,18083.47,"Staphylococcaceae","antibiotic"
"7600-SR-072","Staphylococcus epidermidis","mecR1",563,1758,100,"penam","antibiotic target replacement","methicillin resistant PBP2",100,6882.87,"Staphylococcaceae","antibiotic"
"7600-SR-072","Staphylococcus epidermidis","mgrA",294,444,94.56,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,14231.3,"Staphylococcaceae","antibiotic"
"7600-SR-072","Staphylococcus epidermidis","norA",162,1164,100,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,2991.18,"Staphylococcaceae","antibiotic"
"7600-SR-072","unclassified","ErmC",264,735,99.59,"macrolide antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",100,7719.64,"unclassified","antibiotic"
"7600-SR-072","unclassified","Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin",2058,1179,92.33,"elfamycin antibiotic","antibiotic target alteration","elfamycin resistant EF-Tu",95.84,37515.6,"unclassified","antibiotic"
"7600-SR-072","unclassified","MexL",51,639,100,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1715.34,"unclassified","antibiotic"
"7600-SR-072","unclassified","Pseudomonas aeruginosa soxR",24,471,100,"fluoroquinolone antibiotic","antibiotic target alteration","ATP-binding cassette (ABC) antibiotic efflux pump",100,1095.14,"unclassified","antibiotic"
"7600-SR-072","unclassified","Staphylococcus aureus mupA conferring resistance to mupirocin",1147,3075,99.61,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",100,8016.75,"unclassified","antibiotic"
"7600-SR-072","unclassified","YajC",22,339,100,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,1394.77,"unclassified","antibiotic"
"7600-SR-072","unclassified","mphC",344,900,98.66,"macrolide antibiotic","antibiotic inactivation","macrolide phosphotransferase (MPH)",100,8214.79,"unclassified","antibiotic"
"7600-SR-072","unclassified","msrA",545,1467,98.36,"macrolide antibiotic","antibiotic target protection","msr-type ABC-F protein",100,7984.48,"unclassified","antibiotic"
"7600-SR-072","unclassified","patB",67,1500,96.6,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",85.03,959.98,"unclassified","antibiotic"
"7600-SR-072","unclassified","qacA",846,1545,99.81,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,11768.53,"unclassified","antibiotic"
"7600-SR-072","unclassified","tet(K)",2853,1380,100,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,44432.73,"unclassified","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","ACT-36",133,1146,98.43,"carbapenem","antibiotic inactivation","ACT beta-lactamase",100,386.59,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","CRP",3389,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,17834.03,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline",636,435,90.97,"fluoroquinolone antibiotic","antibiotic target alteration","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,4870.23,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","Escherichia coli UhpT with mutation conferring resistance to fosfomycin",9689,1392,94.38,"phosphonic acid antibiotic","antibiotic target alteration","antibiotic-resistant UhpT",100,23185.77,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","Escherichia coli mdfA",3723,1233,86.49,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,10058,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","FosA2",277,426,96.45,"phosphonic acid antibiotic","antibiotic inactivation","fosfomycin thiol transferase",100,2165.97,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","Klebsiella pneumoniae KpnF",602,330,87.16,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,6076.65,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","acrB",18855,3147,92.95,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.9,19957.75,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","acrD",15482,3114,91.71,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,16561.14,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","bacA",4390,822,95.24,"peptide antibiotic","antibiotic target alteration","undecaprenyl pyrophosphate related proteins",100,17789.94,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","baeR",4223,723,95,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,19456.49,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","emrR",1745,531,94.86,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,10946.69,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","marA",644,381,94.35,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.21,5630.44,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","mdtB",13431,3123,90,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,14325.77,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","mdtC",14125,3078,92,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,15286.27,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","msbA",4886,1749,94.85,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,9305.62,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","oqxA",6320,1176,92.07,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,17901.58,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","oqxB",19972,3153,96.86,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,21099.85,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","ramA",184,342,95.58,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",91.13,1792.15,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterobacter himalayensis","rsmA",1922,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,34420.9,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Enterococcus faecalis","dfrE",165,495,98.78,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",100,1110.35,"Enterococcaceae","antibiotic"
"8900-SR-0020","Enterococcus faecalis","efrA",807,1719,99.3,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",99.48,1563.79,"Enterococcaceae","antibiotic"
"8900-SR-0020","Enterococcus faecalis","emeA",429,1155,97.71,"disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",97.71,1237.25,"Enterococcaceae","antibiotic"
"8900-SR-0020","Enterococcus faecalis","lsaA",675,1497,98.8,"lincosamide antibiotic","antibiotic target protection","lsa-type ABC-F protein",100,1501.98,"Enterococcaceae","antibiotic"
"8900-SR-0020","Enterococcus faecalis","tet(M)",800,1920,94.05,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",100,1387.94,"Enterococcaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","ArnT",13523,1656,97.1,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",100,27201.6,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","CRP",4733,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,24906.6,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin",16801,1185,97.97,"elfamycin antibiotic","antibiotic target alteration","elfamycin resistant EF-Tu",96.33,47227.89,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin",16801,1185,97.97,"elfamycin antibiotic","antibiotic target alteration","elfamycin resistant EF-Tu",96.33,47227.89,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Escherichia coli UhpT with mutation conferring resistance to fosfomycin",11361,1392,95.25,"phosphonic acid antibiotic","antibiotic target alteration","antibiotic-resistant UhpT",100,27186.86,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","Escherichia coli mdfA",7951,1233,85.12,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,21480.3,"Enterobacteriaceae","antibiotic"
"8900-SR-0020","Klebsiella quasipneumoniae","FosA6",3651,420,96.4,"phosphonic acid antibiotic","antibiotic inactivation","fosfomycin thiol transferase",100,28956.38,"Enterobacteriaceae","antibiotic"
